NUMERO_POLICE,CODE_SOUS_BRANCHE,NUM_AVNT_COURS,DATE_EFFET,DATE_EXPIRATION,TYPE,WILAYA,COMMUNE,CAPITAL_ASSURE,PRIME_NETTE
19308003240481,3301,0,5/12/2024,5/11/2025,Bien immobilier,19  - SETIF            ,1162 - GUELTA ZERGA,5495000,3571.75
31203003240028,3302,0,2/5/2024,2/4/2025,2   - Installation Commerciale,31  - ORAN             ,1019 - ORAN,2000000,2500
28303003240190,3301,1,10/7/2024,10/6/2025,Bien immobilier,28  - M SILA           ,972 - SIDI AISSA,15000000,0
43303013240037,3302,0,5/5/2024,5/4/2025,2   - Installation Commerciale,4   - OUM EL BOUAGHI   ,1050 - AIN MLILA,1000000,2500
19306013240067,3301,0,10/4/2024,10/3/2025,Bien immobilier,19  - SETIF            ,1167 - HAMMAM SKHOUNA,2554650,1660.52
7201003240071,3302,0,7/22/2024,7/21/2025,2   - Installation Commerciale,7   - BISKRA           ,308 - BISKRA,2000000,2500
5303003240373,3301,0,6/5/2024,6/4/2025,Bien immobilier,5   - BATNA            ,172 - ARRIS,2186740,1500
16301003240571,3301,0,12/4/2024,12/3/2025,Bien immobilier,16  - ALGER            ,122 - DOUERA,4500000,3375
26301003240238,3301,0,9/2/2024,9/1/2025,Bien immobilier,26  - MEDEA            ,813 - BERROUAGHIA,2650810,1723.03
16309013240135,3301,0,10/30/2024,10/29/2025,Bien immobilier,16  - ALGER            ,150 - SIDI MOUSSA,4750000,3562.5
42305003240379,3301,0,6/13/2024,6/12/2025,Bien immobilier,42  - TIPAZA           ,1412 - NADOR,1880000,1500
35208003240119,3301,0,9/23/2024,9/22/2025,Bien immobilier,35  - BOUMERDES        ,466 - SI MUSTAPHA,5365990,4024.49
15310003240366,3301,0,5/9/2024,5/8/2025,Bien immobilier,15  - TIZI OUZOU       ,1466 - BOGHNI,2240000,1500
19308003240021,3301,0,1/7/2024,1/6/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,2800000,1820
16336003240133,3301,0,7/9/2024,7/8/2025,Bien immobilier,16  - ALGER            ,154 - ZERALDA,2736000,2052
35303043240085,3301,0,3/1/2024,2/28/2025,Bien immobilier,16  - ALGER            ,113 - BORDJ EL BAHRI,2416800,1812.6
10302003240382,3301,0,10/28/2024,10/27/2025,Bien immobilier,10  - BOUIRA           ,410 - BOUIRA,2099630,1500
16351003240066,3301,0,5/7/2024,5/6/2025,Bien immobilier,16  - ALGER            ,116 - BOUZAREAH,7000000,5250
25306023240091,3301,0,3/4/2024,3/3/2025,Bien immobilier,25  - CONSTANTINE      ,515 - EL KHROUB,1860000,1500
34301003241129,3301,0,10/3/2024,10/2/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,1962300,1500
16335003240326,3301,0,9/3/2024,9/2/2025,Bien immobilier,16  - ALGER            ,139 - MOHAMMADIA ALGER,940000,1800
23211003240015,3301,0,10/28/2024,10/27/2025,Bien immobilier,24  - GUELMA           ,663 - GUELMA,2985920,1940.85
28303003240187,3301,0,10/6/2024,10/5/2025,Bien immobilier,26  - MEDEA            ,822 - CHELLALAT EL ADHAOURA,2153260,1500
19308003240573,3301,0,5/31/2024,5/30/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,2476600,1609.79
42305003240752,3301,0,12/3/2024,12/2/2025,Bien immobilier,42  - TIPAZA           ,1404 - HADJOUT,3041900,2281.43
15310003240735,3301,0,10/15/2024,10/14/2025,Bien immobilier,15  - TIZI OUZOU       ,1468 - BOUNOUH,3355750,2181.24
6307003240161,3301,0,9/12/2024,9/11/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,2354760,1530.59
43303013240016,3301,0,2/6/2024,2/5/2025,Bien immobilier,4   - OUM EL BOUAGHI   ,1050 - AIN MLILA,1947960,1800
16333003240279,3301,0,10/9/2024,10/8/2025,Bien immobilier,16  - ALGER            ,102 - BABA HASSEN,2698000,2023.5
19309003240175,3301,0,2/16/2024,2/15/2025,Bien immobilier,19  - SETIF            ,1167 - HAMMAM SKHOUNA,2225490,1500
26301003240043,3301,0,2/13/2024,2/12/2025,Bien immobilier,26  - MEDEA            ,838 - MEDEA,2409050,1686.34
14301003240333,3301,0,11/28/2024,11/27/2025,Bien immobilier,14  - TIARET           ,1384 - TIARET,2697000,1618.2
19308003240426,3301,0,4/29/2024,4/28/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,1831200,1500
6209003240029,3301,0,2/8/2024,2/7/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,20126750,13082.39
19314003240225,3301,0,10/19/2024,10/18/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,856220,1500
11301003240040,3301,0,1/17/2024,1/16/2025,Bien immobilier,11  - TAMENRASSET      ,1315 - TAMANRASSET,3528000,2328.48
15203003240218,3301,0,12/25/2024,12/24/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,3129700,2034.3
16308003240151,3302,0,10/22/2024,10/21/2025,2   - Installation Commerciale,16  - ALGER            ,99  - ALGER,5300000,4399
34301003241395,3301,0,12/23/2024,12/22/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,3193000,2075.45
34301003240889,3302,0,8/12/2024,8/11/2025,2   - Installation Commerciale,34  - B.B ARRERIDJ     ,381 - HASNAOUA,3000000,2500
27302003240184,3301,0,12/12/2024,12/11/2025,Bien immobilier,27  - MOSTAGANEM       ,928 - SIRAT,560000,1500
18301003240052,3301,0,1/11/2024,1/10/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,1953000,1500
12302003240168,3301,0,11/21/2024,11/20/2025,Bien immobilier,12  - TEBESSA          ,1335 - EL OUENZA,1658500,1500
6209003240017,3301,0,1/27/2024,1/26/2025,Bien immobilier,6   - BEJAIA           ,258 - AOKAS,2019340,1500
29301003240321,3301,0,5/21/2024,5/20/2025,Bien immobilier,29  - MASCARA          ,786 - MASCARA,2170000,1500
34301003240330,3301,0,4/1/2024,3/31/2025,Bien immobilier,34  - B.B ARRERIDJ     ,385 - MEDJANA,2170000,1500
25216003240084,3302,0,7/1/2024,6/30/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,515 - EL KHROUB,3800000,2500
16331003240321,3301,0,9/22/2024,9/21/2025,Bien immobilier,16  - ALGER            ,143 - OULED FAYET,7000000,5250
31203003240227,3301,0,11/5/2024,11/4/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,7340200,4771.13
19310003240169,3301,0,1/4/2025,1/3/2026,Bien immobilier,19  - SETIF            ,1182 - SETIF,938350,1500
25301013240195,3301,0,5/27/2024,5/26/2025,Bien immobilier,21  - SKIKDA           ,1275 - SALAH BOUCHAOUR,560000,1500
13204003240024,3301,0,4/22/2024,4/21/2025,Bien immobilier,13  - TLEMCEN          ,1560 - TLEMCEN,1467230,1500
16333003240221,3302,0,8/22/2024,8/21/2025,2   - Installation Commerciale,16  - ALGER            ,120 - DELY BRAHIM,1000000,2500
19307003240059,3301,0,12/11/2024,12/10/2025,Bien immobilier,19  - SETIF            ,1136 - AIN SEBT,560000,1800
34301003240025,3301,0,1/9/2024,1/8/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,2015000,1500
12302003240117,3301,0,8/20/2024,8/19/2025,Bien immobilier,12  - TEBESSA          ,1335 - EL OUENZA,744000,1500
34205003240100,3301,0,6/28/2024,6/27/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,2800000,1820
19214003240088,3301,0,9/9/2024,9/8/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,2604000,1692.6
16323003240118,3301,0,7/2/2024,7/1/2025,Bien immobilier,16  - ALGER            ,133 - HUSSEIN DEY,1974000,1500
19313003240146,3301,0,4/7/2024,4/6/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,2100000,1500
7201003240099,3302,0,1/1/2025,12/31/2025,2   - Installation Commerciale,7   - BISKRA           ,308 - BISKRA,289100000,115640
14301003240150,3301,0,7/1/2024,6/30/2025,Bien immobilier,14  - TIARET           ,1384 - TIARET,1000000,1500
23302003240202,3301,0,7/17/2024,7/16/2025,Bien immobilier,23  - ANNABA           ,156 - ANNABA,1567670,1500
2301003240057,3301,0,6/19/2024,6/18/2025,Bien immobilier,2   - CHLEF            ,480 - BOUKADIR,2541350,2541.35
34302013240006,3301,0,1/31/2024,1/30/2025,Bien immobilier,34  - B.B ARRERIDJ     ,384 - MANSOURA,1750000,1500
16308003240108,3302,0,8/4/2024,8/3/2025,2   - Installation Commerciale,16  - ALGER            ,154 - ZERALDA,7500000,3750
35303043240420,3301,0,9/27/2024,9/26/2025,Bien immobilier,35  - BOUMERDES        ,450 - BOUMERDES,10866100,8149.58
25310003240043,3302,0,3/7/2024,3/6/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,516 - HAMMA BOUZIANE,4800000,2500
25309003240041,3302,0,2/26/2024,2/25/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,513 - CONSTANTINE,2100000,2500
25301013240031,3302,0,2/23/2024,2/22/2025,2   - Installation Commerciale,21  - SKIKDA           ,1262 - EMDJEZ EDCHICH,1000000,2500
21304003240090,3302,0,10/27/2024,10/26/2025,2   - Installation Commerciale,21  - SKIKDA           ,1277 - SKIKDA,2500000,2500
16311003240371,3302,0,10/2/2024,10/1/2025,2   - Installation Commerciale,16  - ALGER            ,137 - LES EUCALYPTUS,3000000,2500
42303003240085,3302,0,9/12/2024,9/11/2025,2   - Installation Commerciale,42  - TIPAZA           ,1394 - BOU ISMAIL,2000000,2500
18301003241065,3301,0,10/16/2024,10/15/2025,Bien immobilier,18  - JIJEL            ,696 - EL KENNAR NOUCHFI,3100000,2015
31310003240309,3301,0,8/2/2024,8/1/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,1042840,1500
15309003240396,3301,0,8/26/2024,8/25/2025,Bien immobilier,15  - TIZI OUZOU       ,1498 - TIGZIRT,3004210,1952.74
16331023240268,3301,0,12/31/2024,12/30/2025,Bien immobilier,35  - BOUMERDES        ,465 - OULED MOUSSA,6000000,4200
15310003240506,3301,0,7/3/2024,7/2/2025,Bien immobilier,15  - TIZI OUZOU       ,1466 - BOGHNI,1120000,1500
15308003240691,3301,0,12/16/2024,12/15/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,1280300,1500
35303003240047,3301,0,3/19/2024,3/18/2025,Bien immobilier,35  - BOUMERDES        ,452 - CHABET EL AMEUR,992000,1500
25309003240026,3302,0,5/1/2024,4/30/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,513 - CONSTANTINE,3000000,2500
9213003240192,3301,0,8/8/2024,8/7/2025,Bien immobilier,9   - BLIDA            ,342 - BLIDA,5776000,4332
15305013240212,3302,0,9/23/2024,9/22/2025,2   - Installation Commerciale,15  - TIZI OUZOU       ,1472 - FREHA,3000000,2500
16311003240318,3301,0,8/24/2024,8/23/2025,Bien immobilier,16  - ALGER            ,101 - BAB EL OUED,874000,1800
16332003240108,3301,0,3/3/2024,3/2/2025,Bien immobilier,16  - ALGER            ,121 - DJISR KSENTINA,2584000,1938
15308003240279,3301,0,5/9/2024,5/8/2025,Bien immobilier,15  - TIZI OUZOU       ,1493 - OUAGUENOUN,2170000,1500
19302003240028,3301,0,2/12/2024,2/11/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,700000,1500
19313003240078,3301,0,2/19/2024,2/18/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,5258400,3417.96
16336003240026,3302,0,2/6/2024,2/5/2025,2   - Installation Commerciale,16  - ALGER            ,143 - OULED FAYET,1000000,2500
34301003241397,3301,0,12/23/2024,12/22/2025,Bien immobilier,34  - B.B ARRERIDJ     ,378 - EL MHIR,1860000,1500
19308003240463,3301,0,5/7/2024,5/6/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,3060750,1989.49
28303003240037,3301,0,2/21/2024,2/20/2025,Bien immobilier,28  - M SILA           ,934 - AIN EL HADJEL,1680000,1500
16330023240071,3301,0,8/18/2024,8/17/2025,Bien immobilier,16  - ALGER            ,118 - CHERAGA ALGER,16920000,12690
16340003240199,3301,0,6/26/2024,6/25/2025,Bien immobilier,16  - ALGER            ,99  - ALGER,3230000,2422.5
25301013240288,3301,0,10/17/2024,10/16/2025,Bien immobilier,21  - SKIKDA           ,1260 - EL HARROUCH,2136830,2051.36
19313003240428,3301,0,7/23/2024,7/22/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,1050000,1500
19309003240329,3301,0,4/16/2024,4/15/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,2325000,1511.25
42304003240288,3301,0,5/16/2024,5/15/2025,Bien immobilier,42  - TIPAZA           ,1402 - GOURAYA,6580000,4935
19313003240225,3301,0,5/12/2024,5/11/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,902300,1500
27303003240247,3302,0,11/11/2024,11/10/2025,2   - Installation Commerciale,27  - MOSTAGANEM       ,931 - STIDIA,6000000,2580
10302003240159,3301,1,4/29/2024,4/28/2025,Bien immobilier,10  - BOUIRA           ,410 - BOUIRA,2139000,0
35303043240220,3301,0,5/28/2024,5/27/2025,Bien immobilier,16  - ALGER            ,147 - ROUIBA,2867000,2150.25
27302003240175,3301,0,11/24/2024,11/23/2025,Bien immobilier,27  - MOSTAGANEM       ,916 - MESRA,2450000,1592.5
25216003240052,3302,0,5/9/2024,5/8/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,510 - AIN SMARA,1500000,2500
16324003240025,3301,0,5/1/2024,4/30/2025,Bien immobilier,16  - ALGER            ,105 - BARAKI,1786000,1500
5303003240359,3301,0,5/30/2024,5/29/2025,Bien immobilier,5   - BATNA            ,202 - MENAA BATNA,620000,1500
18301003240072,3301,0,1/17/2024,1/16/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,558000,1500
16333003240139,3301,0,6/4/2024,6/3/2025,Bien immobilier,16  - ALGER            ,118 - CHERAGA ALGER,6000000,4500
5303003240659,3301,0,10/14/2024,10/13/2025,Bien immobilier,5   - BATNA            ,222 - TAZOULT,992000,1500
25303003240012,3301,0,2/1/2024,1/31/2025,Bien immobilier,25  - CONSTANTINE      ,513 - CONSTANTINE,2310000,1501.5
16309013240036,3301,0,3/2/2024,3/1/2025,Bien immobilier,9   - BLIDA            ,345 - BOUGARA BLIDA,1680000,1500
12302003240014,3301,0,1/30/2024,1/29/2025,Bien immobilier,12  - TEBESSA          ,1335 - EL OUENZA,5580000,3348
27303003240171,3301,0,9/13/2024,9/12/2025,Bien immobilier,27  - MOSTAGANEM       ,925 - SIDI ALI,2542000,1652.3
44302003240068,3302,0,5/7/2024,5/6/2025,2   - Installation Commerciale,44  - AIN DEFLA        ,49  - EL ATTAF,2500000,2500
34301003240149,3301,0,2/7/2024,2/6/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,2557190,1662.17
5302103240014,3301,0,1/9/2024,1/8/2025,Bien immobilier,5   - BATNA            ,174 - BATNA,2258970,1500
15309003240030,3301,0,1/19/2024,1/18/2025,Bien immobilier,15  - TIZI OUZOU       ,1498 - TIGZIRT,1782500,1500
31203003240021,3301,0,1/28/2024,1/27/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,807100,1500
25305003240119,3302,0,12/13/2024,12/12/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,516 - HAMMA BOUZIANE,3500000,2500
19302003240158,3301,0,10/18/2024,10/17/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,3325000,2161.25
28305003240082,3301,0,3/28/2024,3/27/2025,Bien immobilier,28  - M SILA           ,962 - MSILA,1860620,1500
18301003240752,3301,0,7/24/2024,7/23/2025,Bien immobilier,18  - JIJEL            ,698 - EMIR ABDELKADER,3410000,2216.5
15305013240149,3302,0,6/20/2024,6/19/2025,2   - Installation Commerciale,15  - TIZI OUZOU       ,1472 - FREHA,3690000,2500
19314003240044,3301,0,3/18/2024,3/17/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,553040,1500
34205003240158,3301,1,9/10/2024,9/9/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,2480000,0
16301003240337,3302,0,7/15/2024,7/14/2025,2   - Installation Commerciale,16  - ALGER            ,142 - OULED CHEBEL,9000000,4500
43306003240003,3301,0,1/9/2024,1/8/2025,Bien immobilier,43  - MILA             ,885 - MILA,630000,1500
9213003240274,3301,0,10/24/2024,10/23/2025,Bien immobilier,9   - BLIDA            ,342 - BLIDA,1974000,1500
10302003240050,3301,0,2/6/2024,2/5/2025,Bien immobilier,10  - BOUIRA           ,410 - BOUIRA,879470,1500
25301013240251,3301,0,8/19/2024,8/18/2025,Bien immobilier,21  - SKIKDA           ,1260 - EL HARROUCH,2500000,2400
42304003240020,3301,0,1/11/2024,1/10/2025,Bien immobilier,42  - TIPAZA           ,1417 - TIPAZA,2736000,2052
16336003240063,3302,0,4/21/2024,4/20/2025,2   - Installation Commerciale,16  - ALGER            ,154 - ZERALDA,1000000,2500
16314003240078,3301,0,6/29/2024,6/28/2025,Bien immobilier,16  - ALGER            ,134 - HYDRA,250000000,187500
42305003240564,3301,0,9/23/2024,9/22/2025,Bien immobilier,42  - TIPAZA           ,1404 - HADJOUT,940000,1500
16314003240367,3301,0,12/1/2024,11/30/2025,Bien immobilier,16  - ALGER            ,130 - EL MOURADIA,5111000,4599.9
43303003240028,3302,0,2/8/2024,2/7/2025,2   - Installation Commerciale,43  - MILA             ,897 - TELAGHMA,2000000,2500
15310003240885,3301,0,12/4/2024,12/3/2025,Bien immobilier,15  - TIZI OUZOU       ,1466 - BOGHNI,2994290,1946.29
19314003240251,3301,0,11/19/2024,11/18/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,2975000,1933.75
42304003240184,3301,0,3/28/2024,3/27/2025,Bien immobilier,42  - TIPAZA           ,1417 - TIPAZA,2397040,1797.78
15307003240031,3301,0,2/27/2024,2/26/2025,Bien immobilier,15  - TIZI OUZOU       ,1446 - AIT AISSA MIMOUN,2100000,1500
11301003240628,3301,0,11/8/2024,11/7/2025,Bien immobilier,54  - IN GUEZZAM,1313 - IN GUEZZAM,896000,1800
15310003240036,3301,0,1/15/2024,1/14/2025,Bien immobilier,15  - TIZI OUZOU       ,290 - SOUK EL THENINE,1470000,1500
25309003240231,3301,0,10/30/2024,10/29/2025,Bien immobilier,25  - CONSTANTINE      ,513 - CONSTANTINE,2800000,1820
34301003241401,3301,0,12/25/2024,12/24/2025,Bien immobilier,34  - B.B ARRERIDJ     ,376 - EL HAMMADIA,1550000,1500
34302003240047,3301,0,7/15/2024,7/14/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,1610000,1800
19302003240007,3301,0,1/11/2024,1/10/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,1288670,1500
14301003240386,3301,0,12/30/2024,12/29/2025,Bien immobilier,14  - TIARET           ,1353 - DAHMOUNI,2235100,1500
18301003241110,3301,0,10/28/2024,10/27/2025,Bien immobilier,18  - JIJEL            ,698 - EMIR ABDELKADER,3059700,1988.8
16314003240137,3302,0,4/20/2024,4/19/2025,1   - Installation Industrielle,16  - ALGER            ,141 - OUED SMAR,37000000,30710
34301003240748,3302,0,7/15/2024,7/14/2025,2   - Installation Commerciale,34  - B.B ARRERIDJ     ,376 - EL HAMMADIA,2000000,2500
16309023240092,3301,0,3/17/2024,3/16/2025,Bien immobilier,16  - ALGER            ,115 - BOUROUBA,3042780,2738.5
44302003240303,3301,0,11/28/2024,11/27/2025,Bien immobilier,44  - AIN DEFLA        ,49  - EL ATTAF,1993860,1500
15303053240010,3301,0,1/10/2024,1/9/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,2800000,1820
9306003240045,3302,0,2/10/2024,2/9/2025,2   - Installation Commerciale,9   - BLIDA            ,360 - OULED YAICH BLIDA,1000000,2500
16332003240300,3301,0,8/8/2024,8/7/2025,Bien immobilier,16  - ALGER            ,151 - SOUIDANIA,4180000,3135
18301003240116,3301,0,1/29/2024,1/28/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,1488000,1500
5302013240205,3301,0,7/25/2024,7/24/2025,Bien immobilier,5   - BATNA            ,173 - BARIKA,824600,1500
34301003240981,3301,0,9/8/2024,9/7/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,1859380,1500
16308003240154,3301,0,12/1/2024,11/30/2025,Bien immobilier,16  - ALGER            ,122 - DOUERA,2914000,2622.6
44302003240234,3302,0,10/15/2024,10/14/2025,2   - Installation Commerciale,44  - AIN DEFLA        ,63  - TIBERKANINE,3000000,2500
29301003240291,3301,0,5/7/2024,5/6/2025,Bien immobilier,29  - MASCARA          ,786 - MASCARA,1365000,1500
19309003240850,3301,0,11/27/2024,11/26/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,1162190,1500
16352003240072,3302,0,6/2/2024,6/1/2025,2   - Installation Commerciale,16  - ALGER            ,152 - STAOUELI,1000000,2500
34301003240104,3301,0,1/28/2024,1/27/2025,Bien immobilier,34  - B.B ARRERIDJ     ,368 - BORDJ BOU ARRERIDJ,3410000,2216.5
19314003240160,3301,0,8/11/2024,8/10/2025,Bien immobilier,19  - SETIF            ,1182 - SETIF,5356800,3481.92
15304003240019,3301,1,2/24/2024,2/6/2025,Bien immobilier,15  - TIZI OUZOU       ,1486 - MAKOUDA,3850000,0
15304003240231,3301,1,6/11/2024,6/10/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,2800000,0
5302103240275,3301,0,5/28/2024,5/27/2025,Bien immobilier,5   - BATNA            ,174 - BATNA,2883000,1729.8
15309003240582,3301,0,12/2/2024,12/1/2025,Bien immobilier,15  - TIZI OUZOU       ,1498 - TIGZIRT,2883000,1873.95
35303043240577,3301,0,12/24/2024,12/23/2025,Bien immobilier,16  - ALGER            ,114 - BORDJ EL KIFFAN,1710000,1500
16308033240071,3302,0,3/7/2024,3/6/2025,2   - Installation Commerciale,16  - ALGER            ,102 - BABA HASSEN,3500000,2500
31310003240211,3302,0,6/1/2024,5/31/2025,2   - Installation Commerciale,31  - ORAN             ,1019 - ORAN,1000000,2500
18301003240341,3301,0,4/1/2024,3/31/2025,Bien immobilier,18  - JIJEL            ,710 - TAHER,2790000,1813.5
31308023240035,3301,0,3/24/2024,3/23/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,1488310,1500
42304003240032,3301,0,1/23/2024,1/22/2025,Bien immobilier,42  - TIPAZA           ,1417 - TIPAZA,3230000,2422.5
16301003240206,3301,0,5/6/2024,5/5/2025,Bien immobilier,16  - ALGER            ,111 - BIRTOUTA,4000000,3000
6209003240222,3301,0,11/11/2024,11/10/2025,Bien immobilier,6   - BEJAIA           ,260 - BEJAIA,1221400,1500
19304003240294,3301,0,12/25/2024,12/24/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,700000,1500
16242003240049,3301,0,4/21/2024,4/20/2025,Bien immobilier,16  - ALGER            ,109 - BIR KHADEM,2736000,2052
16336003240043,3302,0,3/3/2024,3/2/2025,2   - Installation Commerciale,16  - ALGER            ,154 - ZERALDA,3000000,2500
10302003240273,3301,1,7/12/2024,7/11/2025,Bien immobilier,10  - BOUIRA           ,418 - EL HACHIMIA,2033600,0
7202003240002,3301,0,10/13/2024,10/12/2025,Bien immobilier,7   - BISKRA           ,336 - TOLGA,2325000,1500
16309033240049,3301,0,3/23/2024,3/22/2025,Bien immobilier,9   - BLIDA            ,362 - SOUMAA BLIDA,3800000,2850
15304003240432,3301,0,2/7/2025,2/6/2026,Bien immobilier,15  - TIZI OUZOU       ,1486 - MAKOUDA,3850000,2502.5
28303003240074,3301,0,4/29/2024,4/28/2025,Bien immobilier,28  - M SILA           ,972 - SIDI AISSA,1792000,1500
29301003240643,3301,0,10/9/2024,10/8/2025,Bien immobilier,29  - MASCARA          ,786 - MASCARA,3990000,2593.5
6307003240128,3302,0,8/7/2024,8/6/2025,2   - Installation Commerciale,6   - BEJAIA           ,260 - BEJAIA,2000000,2500
16323003240046,3302,0,3/3/2024,3/2/2025,2   - Installation Commerciale,16  - ALGER            ,136 - KOUBA,4000000,2500
15308003240461,3301,0,9/3/2024,9/2/2025,Bien immobilier,15  - TIZI OUZOU       ,1503 - TIZI OUZOU,3868800,2514.72
19308003240889,3301,0,9/4/2024,9/3/2025,Bien immobilier,19  - SETIF            ,1149 - BIR EL ARCH,1750000,1500
9213003240026,3301,0,1/18/2024,1/17/2025,Bien immobilier,9   - BLIDA            ,342 - BLIDA,2375000,1781.25
11301003240247,3301,0,4/22/2024,4/21/2025,Bien immobilier,11  - TAMENRASSET      ,1315 - TAMANRASSET,1120000,1500
19309003240430,3301,0,5/7/2024,5/6/2025,Bien immobilier,19  - SETIF            ,1158 - EL EULMA,3100000,2015
23302063240059,3302,0,11/7/2024,11/6/2025,2   - Installation Commerciale,36  - EL TAREF         ,621 - ECHATT,3000000,2500
5302103240230,3301,1,4/29/2024,4/28/2025,Bien immobilier,5   - BATNA            ,174 - BATNA,8125000,0
19308003240651,3301,0,6/23/2024,6/22/2025,Bien immobilier,19  - SETIF            ,1140 - BAZER SAKRA,560000,1500
44302003240137,3301,0,9/3/2024,9/2/2025,Bien immobilier,44  - AIN DEFLA        ,63  - TIBERKANINE,6345000,4441.5
15307003240177,3301,0,11/14/2024,11/13/2025,Bien immobilier,15  - TIZI OUZOU       ,1493 - OUAGUENOUN,3150000,2047.5
25216003240023,3301,1,3/5/2024,3/4/2025,Bien immobilier,25  - CONSTANTINE      ,515 - EL KHROUB,3800000,0
16311003240392,3302,0,10/14/2024,10/13/2025,2   - Installation Commerciale,16  - ALGER            ,137 - LES EUCALYPTUS,3000000,2500
16331003240374,3301,0,11/4/2024,11/3/2025,Bien immobilier,16  - ALGER            ,119 - DAR EL BEIDA,6000000,4500
10302003240088,3302,0,3/4/2024,3/3/2025,2   - Installation Commerciale,16  - ALGER            ,121 - DJISR KSENTINA,1000000,2500
9306003240287,3301,0,10/7/2024,10/6/2025,Bien immobilier,9   - BLIDA            ,360 - OULED YAICH BLIDA,3426840,2570.13
25309003240022,3302,0,2/10/2024,2/9/2025,2   - Installation Commerciale,25  - CONSTANTINE      ,513 - CONSTANTINE,1500000,2500
16330003240049,3301,0,1/22/2024,1/21/2025,Bien immobilier,26  - MEDEA            ,829 - EL AZIZIA,3500000,2275
16245003240013,3301,0,2/5/2024,2/4/2025,Bien immobilier,16  - ALGER            ,107 - BEN AKNOUN,1598000,1500
42304003240515,3301,0,10/10/2024,10/9/2025,Bien immobilier,42  - TIPAZA           ,1409 - MENACEUR,4700000,3525
35303043240352,3301,0,8/20/2024,8/19/2025,Bien immobilier,16  - ALGER            ,147 - ROUIBA,4888000,3666
6302003240039,3301,0,11/28/2024,11/27/2025,Bien immobilier,6   - BEJAIA           ,299 - TICHI,2100000,1800
16336003240245,3302,0,12/2/2024,12/1/2025,2   - Installation Commerciale,16  - ALGER            ,137 - LES EUCALYPTUS,1000000,2500
18301003240849,3301,0,8/22/2024,8/21/2025,Bien immobilier,18  - JIJEL            ,708 - SIDI ABDELAZIZ,1709030,1500
31208003240076,3301,0,12/18/2024,12/17/2025,Bien immobilier,31  - ORAN             ,1019 - ORAN,2635000,1712.75
16314003240216,3301,0,7/2/2024,7/1/2025,Bien immobilier,16  - ALGER            ,151 - SOUIDANIA,1710000,1500
40301003240129,3301,0,10/15/2024,10/14/2025,Bien immobilier,40  - KHENCHELA        ,726 - KHENCHELA,2256490,1500
